video_id,query_label,query,search_rank,title,description,channel_title,channel_id,upload_date,timestamp,duration_seconds,views,likes,comments,webpage_url,availability,live_status,language,tags,categories,thumbnail_url,collected_at_utc,collector
hAckJIE830Q,general_traditional,京劇,20,京剧《游龙戏凤》（正德皇帝微服私访寻得佳人李凤姐）来自 《中国京剧像音像集萃》 20190606 | CCTV戏曲,"本期节目主要内容： 正德皇帝微服出访，路过梅龙镇在酒馆中无意发现酒保妹妹李凤姐美貌非常，于是百般戏耍，最后封李凤姐为妃子。史依弘饰李凤姐，范永亮饰正德帝。

《中国京剧音配像精粹》是在一项文化工程，为祖国的文化事业留下了一份宝贵财富。录制京剧音配像的主要目的是为了京剧艺术的抢救、传留和振兴。京剧音配像的剧目大部分是20世纪40年代后期到60年代前期京剧舞台上的艺术珍品，有的还追溯到上个世纪初，涉及京剧各个行当、各个流派，基本囊括了近代京剧黄金时代大部分名家的代表作。

《中国京剧音配像精粹》官方高清播放列表：https://goo.gl/8dj7E6

【订阅CCTV戏曲官方频道】: https://goo.gl/i1pRSj

■□更多CCTV戏曲精彩节目官方高清■□
《空中剧院》官方高清播放列表：https://goo.gl/e6oy5q
《一鸣惊人》官方高清播放列表：https://goo.gl/FG3JkL
《九州大戏台》官方高清播放列表：https://goo.gl/WDjXBf
2018《跟我学》官方高清播放列表：https://goo.gl/FevYRP
《戏曲采风》官方高清播放列表：https://goo.gl/6tmVJ6
《梨园闯关我挂帅》官方高清播放列表：https://goo.gl/VLdagg
2018《青春戏苑》官方高清播放列表：https://goo.gl/5iuUti
2018《快乐戏园》官方高清播放列表：https://goo.gl/HQMPwW
2018《名段欣赏》官方高清播放列表：https://goo.gl/fWKMr4


■□关注更多精彩官方视频，请关注我们■□
CCTV春晚: http://goo.gl/A9V00o
CCTV中文国际: http://goo.gl/HcZaeZ
CCTV中国中央电视台:https://goo.gl/gYT8W8
CCTV科教：https://goo.gl/qpJZuB
CCTV综艺：https://goo.gl/34d95K
CCTV财经：https://goo.gl/28LqrU
CCTV少儿：https://goo.gl/VFauqN
CCTV电视剧：https://goo.gl/nFq3bC

■□关注CCTV其他平台官方账号■□
Facebook: https://www.facebook.com/cctvcom
Twitter: https://twitter.com/CCTV
Instagram: http://instagram.com/cctv",中华戏韵,UC2aWa2L_rVzIrYmmjjEEEog,20190606,1559839932,3310,37969,350.0,12.0,https://www.youtube.com/watch?v=hAckJIE830Q,public,not_live,,中国京剧音配像精粹|中國京劇音配像精粹|正德|正德帝|范永亮|李凤姐|史依弘|戏曲|艺术|京剧|曲艺|国粹|录制京剧|文化工程|艺术珍品|CCTV|CCTV11|戏曲频道|央视戏曲,Entertainment,https://i.ytimg.com/vi/hAckJIE830Q/sddefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
TDD3AnPmU7o,performance_english,Peking Opera performance,1,Enjoying the classic Peking Opera 'Drunken Concubine' at Mid Autumn Festival,"The Mid-Autumn Festival falls on October 1 this year, marking one of the most important and poetic Chinese festivals. People across the country reunite with family and friends, and enjoy the charm of moon together. 

Some people will choose to watch Peking Opera during the festivities, classic opera ""Drunken Concubine"" is one of the most widely circulated ones. It is also a must-see Chinese opera for die-hard opera fans around the world.

For  more:
https://www.cgtn.com/video

Subscribe to us on YouTube: https://goo.gl/lP12gA
Download our APP on Apple Store (iOS): https://itunes.apple.com/us/app/cctvnews-app/id922456579?l=zh&ls=1&mt=8
Download our APP on Google Play (Android): https://play.google.com/store/apps/details?id=com.imib.cctv",CGTN,UCgrNz-aDmcr2uuto8_DL2jg,20201002,1601641267,158,1779286,48835.0,2400.0,https://www.youtube.com/watch?v=TDD3AnPmU7o,public,not_live,,CGTN|News|pekingopera|beijing|china|performance|opera,News & Politics,https://i.ytimg.com/vi/TDD3AnPmU7o/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
oFvt4TtE95E,performance_english,Peking Opera performance,2,【A Honey Trap】Classical Peking Opera Celebrates Chinese New Year,"Zhaoyun kills Zhouyu with the Taihou sword on the order of SunShangxiang. What an excellent show! The online broadcasting of the classic show of China National Peking Opera Company is begin.There are more different views of this show on ""Migu C"" to help you enjoy it better. Let's feel the quintessence of Chinese culture feast and enjoy the lively Spring Festival！",Nihao Peking Opera,UChd2LN1auV4Hk2AW9nkaxiQ,20230118,1674033189,213,6542,57.0,1.0,https://www.youtube.com/watch?v=oFvt4TtE95E,public,not_live,,A Honey Tra|Chines|Peking Opera,Film & Animation,https://i.ytimg.com/vi/oFvt4TtE95E/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
CfnGuqBsXjA,performance_english,Peking Opera performance,3,"Peking Opera:《The Drunken Concubine》京剧: 贵妃醉酒, [Chinese Opera English Subtitles]","Hi everyone!
Please excuse my amateur translation, feel free to make any corrections in the comments! Many expressions and phrases are untranslatable, I recommend looking at the original Chinese if you have the time: www.bilibili.com/video/BV1HG4y1Z7A6/?spm_id_from=333.337.search-card.all.click
I don't claim any credit of this work aside from the translations.

The most well-known work of the famous opera master Mei Lanfang, The Drunken Concubine is more of a one-person performance than an opera that follows a long plot. It is a one-act opera that explores themes of the fragility of life, power and sorrow, and requires high skill from the performer. 

This opera is about Concubine Yang, a real person who was one of the Four Ancient Beauties of China. en.wikipedia.org/wiki/Four_Beauties

I hope you enjoy~


Cultural notes:

Chang'e is the chinese goddess of the moon who is accompanies by the jade rabbit. They live in the Guanghan palace on the moon.

#chineseopera #pekingopera #englishsubs #engsub #drunkenconcubine #meilanfang #京剧 #戏曲 #梅兰芳 #贵妃醉酒",Clover,UCW5ObKdSnhrbYESlkSMGGfQ,20240704,1720085728,4541,53044,1710.0,72.0,https://www.youtube.com/watch?v=CfnGuqBsXjA,public,not_live,,chineseopera|pekingopera|#chineseopera|#pekingopera|chinese opera|peking opera|engsub|eng sub|京剧|戏曲|贵妃醉酒|The Drunken Concubine,Entertainment,https://i.ytimg.com/vi/CfnGuqBsXjA/sddefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
wzBDB-u1pRg,performance_english,Peking Opera performance,4,群英聚会！《同光十三绝》从画中“走出来了”【2014年央视春晚】｜CCTV春晚,"京剧《同光十三绝》 表演：国家京剧院一团

提起京剧的艺术家，必然要提到“同光十三绝”。因为这十三绝是徽班进京后由演唱徽调、昆腔衍变为京剧的十三位奠基人，又都是技艺非凡的表演艺术家。

【订阅CCTV春晚官方频道】 https://bit.ly/44jKJhR
《中央广播电视总台2014年春节联欢晚会》：https://www.youtube.com/watch?v=7pKHsPcQot4&list=PLXQgvG0bchMPGo6HuhEkBk2mlnoMbkbaY&index=1
《春节联欢晚会【戏曲/曲艺类】节目合辑》：https://www.youtube.com/watch?v=wzBDB-u1pRg&list=PLXQgvG0bchMOXPy_w0DeW-2z6ZElWnNzS&index=1

■□Watch More■□
央视春节联欢晚会回顾：
《中央广播电视总台2019年春节联欢晚会》：https://www.youtube.com/watch?v=gbWKpqfD4-0&list=PLXQgvG0bchMP5_RTFeg_-UxqAAc83XYD3&index=1
《中央广播电视总台2018年春节联欢晚会》：https://www.youtube.com/watch?v=Q0qD-EGNncs&list=PLXQgvG0bchMMxRhDPdX0uxnJc_CO-vTzR&index=1
《中央广播电视总台2017年春节联欢晚会》：https://www.youtube.com/watch?v=7424JE1E6Yw&list=PLXQgvG0bchMNnVgrpEeMIGYaPj5uwg1XH&index=1
《中央广播电视总台2016年春节联欢晚会》：https://www.youtube.com/watch?v=Xn02Kie0J6o&list=PLXQgvG0bchMNU9yzKDq6WBM05WMcCWgPU&index=1
《中央广播电视总台2015年春节联欢晚会》：https://www.youtube.com/watch?v=Al-T1vuNF4s&list=PLXQgvG0bchMNmpzy2za1QtqSp6wPMPmxI&index=1

#央视春晚 #CCTVSpringFestivalGala #SpringFestivalGala",CCTV春晚,UCjnJ4buqbnpRVaT3IDUQPZQ,20140130,1391094128,456,2983024,70313.0,1100.0,https://www.youtube.com/watch?v=wzBDB-u1pRg,public,not_live,th,春晚|Chinese opera|京剧|同光十三绝|梅兰芳|梅巧玲|谭鑫培|程长庚|中国戏曲|opera|Beijing opera|李胜素|穆桂英挂帅|王艳|双阳公主|迟小秋|锁麟囊|薛湘灵|张佳春|红娘|西厢记|李博|薛平贵|武家坡|武家坡2021|张淇|王越|铡美案|包拯|包青天|袁慧琴|四郎探母|佘太君|杜喆|辕门斩子|杨延昭|于魁智|定军山|黄忠|三国|三国演义|京劇|同光十三絕|梅蘭芳|譚鑫培|程長庚|中國戲曲|李勝素|穆桂英掛帥|王豔|雙陽公主|遲小秋|鎖麟囊|薛湘靈|張佳春|紅娘|西廂記|薛平貴|張淇|鍘美案|轅門斬子|楊延昭|於魁智|定軍山|黃忠|三國|三國演義|Opera|chinese traditional music|Chinese traditional opera|小生|青衣|花旦|老生|武生|老旦|丑角|名伶|CCTV|CCTV春晚 2014|2014春晚|春节联欢晚会|中国春节|除夕|马年春晚|央视春晚,Entertainment,https://i.ytimg.com/vi/wzBDB-u1pRg/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
Kqim7q05ZdI,performance_english,Peking Opera performance,5,京剧《白蛇传》梅兰芳京剧团-水斗 [Lady White Snake] Beijing Opera in Vancouver 2017,"京剧《白蛇传》北京梅兰芳京剧团-水斗武戏 。'Legend of Lady White Snake - Water Fight' Mei Lanfang Beijing Opera Troupe 北京梅兰芳京剧团加拿大温哥华 Vancouver 2017上演传统大戏 开启“一带一路” 京剧之旅。《白蛇传》李宏图扮演许仙、郭玮扮演白素贞、陈宇扮演小青、韩胜存扮演法海。

北京京剧院梅兰芳京剧团，是中国唯一以艺术家个人名字命名的国家级表演艺术团体，创建于20世纪20年代。京剧艺术大师梅兰芳先生代表作有《貴妃醉酒》《太真外傳》《穆桂英掛帥》《宇宙锋》等。

本次出访同行也有朱强、陈俊杰、郭伟、黄彦忠、窦晓璇、黄柏雪、周恩旭、曹阳阳、张青松、王岳凌、王雪清等。其他场景包括游湖、结亲、说许、酒变、盗草、水斗、观潮、索夫、逃山。北京京剧院派出70人强大的演出阵容，包括多位国家一级演员经常在CCTV-11戏曲频道《CCTV空中剧院》中演出。

除《白蛇传》之外，其他日期和场地的表演包括《霸王别姬》Farewell My Concubine、《秋江》、《大闹天宫》Havoc in Heaven、《吕布与貂婵》Lu Bu and Diao Chan、《赵氏孤儿》、《三岔口》San Cha Kou、《小宴》，于2017年12月22日-28日分别在温哥华女王剧院 、莫尔森加拿大剧院、拜尔剧场举行5场演出；于2018年1月3日在Royal 维多利亚皇家剧院进行1场演出。希望加拿大观众能体现京剧艺术的魅力，从而更好地推广中国传统文化。

The Mei Lanfang Beijing Opera Troupe came to Vancouver for a Canadian tour at the Queen Elizabeth Theatre on December 22 and 23 for two evening performances of 'The Legend of Lady White Snake'. Featured in this video is 'Broken Bridge'. There is also be a 2PM matinee show of selected scenes from Beijing operas such as 'Farewell My Concubine', 'Havoc in Heaven' from the Money King etc. on December 23 at the Queen Elizabeth Theatre.

此次出演由梅兰芳京剧团团长李宏图带队，他是著名京剧叶派小生，国家一级演员，梅花奖获得者，文化部优秀专家，亚洲最杰出艺人终身成就奖获得者。艺术总监叶少兰先生，系著名“叶派”京剧表演艺术家，首届梅花奖获得者；1986年被美国授予富布赖特国际学者；1999年6月获美国美华艺术中心授予的终生成就奖。著名京剧表演艺术家叶少兰说：“中国的京剧艺术在世界戏剧舞台中具有独特地位和无可比拟的文化价值，要在不断发展的过程中坚守民族文化特色。此次出演将让海外观众能够更深入、更全面的了解京剧文化。”

京剧这一“人类非物质文化遗产”，被称为中国的国粹和东方艺术的瑰宝。今年恰逢加拿大建国150周年，北京京剧院与中意博联（北京）国际文化传播有限公司、天涯星灿文化发展中心合作，是“一带一路，京剧之旅”五年计划的一个美好开始。以传播中国优秀传统艺术来实现文明交流、文明互鉴、文明共存的理想。

京剧传统名剧《白蛇传》人蛇相恋的千古奇谈，追寻真爱的动人传说。修行千年的蛇精白素贞，下凡与青年许仙相恋成婚。在高僧法海的阻扰下，白素贞始终不渝，坚守和许仙的爱情，最终修得善果。

Video by Ray Van Eng
++++++++++++++++++++++
Ray Van Eng 雷云影 is an accomplished media professional, award-winning screenwriter and movie producer. His work has been part of the Hava Nagila Exhibit at the Museum of Jewish Heritage – A Living Memorial to the Holocaust in Manhattan in New York, NY from Sep 2012 to May 2013.
++++++++++++++++++++++++++++++++++++++",Ray Van Eng,UColb5CMwImOKj4-Dm0MJfhA,20171224,1514093533,712,218634,2864.0,74.0,https://www.youtube.com/watch?v=Kqim7q05ZdI,public,not_live,,《白蛇传》|梅兰芳京剧团|水斗|Legend of Lady White Snake|李宏图|郭玮|陈宇|韩胜存|白素贞|许仙|温哥华|加拿大|《霸王别姬》|京剧|武戏|CCTV空中剧院|CCTV-11戏曲频道|北京|梅兰芳|Mei Lanfang Beijing Opera Troupe|《貴妃醉酒》|太真外傳|穆桂英掛帥|宇宙锋,Entertainment,https://i.ytimg.com/vi/Kqim7q05ZdI/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
KEdG8FFTx_k,performance_english,Peking Opera performance,6,"Excerpt from Peking Opera ""Ode to the Pear Blossom""","""Pear blossoms bloom, spring brings rain, pear blossoms fall, spring falls into mud""
Ode to the pear blossoms,tells the love story between emperor Li of tang Dynasty and his consort Yang. Expressing the emperor's ardent love to his consort, still enviable even today.",Visit Yunnan,UCRtMyJ_il-t9iU6TKtIu9oA,20240118,1705572020,290,7510,229.0,5.0,https://www.youtube.com/watch?v=KEdG8FFTx_k,public,not_live,,,Travel & Events,https://i.ytimg.com/vi/KEdG8FFTx_k/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
73_9UvNX920,performance_english,Peking Opera performance,7,Peking Opera Performance Sample,"Performance of ""The Drunken Concubine"" by the Affiliated High School of Peking University Peking Opera Troupe 

2017-18 Peking University Spring Festival Gala

""Linda"" WANG Luoyun",Luoyun Wang,UCtoiap8Cijp4ykuDsI1ERwg,20181231,1546245474,184,324085,4587.0,704.0,https://www.youtube.com/watch?v=73_9UvNX920,public,not_live,en,Peking Opera|Chinese culture|Peking University|Spring Festival Gala,People & Blogs,https://i.ytimg.com/vi/73_9UvNX920/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
76Ojw_xVRLw,performance_english,Peking Opera performance,8,Spring Festival Gala 2019: Chinese traditional operas,"Traditional operas, such as the Peking Opera, Huangmei Opera and Shaoxing Opera, are always indispensable part of the Spring Festival Gala. This year’s Spring Festival Gala began broadcasting live at 8:00 p.m. from China Media Group’s headquarters in Beijing.

Subscribe to us on YouTube: https://goo.gl/lP12gA

Download our APP on Apple Store (iOS): https://itunes.apple.com/us/app/cctvnews-app/id922456579?l=zh&ls=1&mt=8

Download our APP on Google Play (Android): https://play.google.com/store/apps/details?id=com.imib.cctv

Follow us on:

Website: https://www.cgtn.com/
Facebook: https://www.facebook.com/ChinaGlobalTVNetwork/
Instagram: https://www.instagram.com/cgtn/?hl=zh-cn
Twitter: https://twitter.com/CGTNOfficial
Pinterest: https://www.pinterest.com/CGTNOfficial/
Tumblr: http://cctvnews.tumblr.com/
Weibo: http://weibo.com/cctvnewsbeijing
Tiktok: https://m.tiktok.com/h5/share/usr/6593878228716666886.html?u_code=d1kab7mki4ai6e&utm_campaign=client_share&app=musically&utm_medium=ios&user_id=6593878228716666886&tt_from=copy&utm_source=copy
Douyin: https://www.youtube.com/redirect?q=http%3A%2F%2Fv.douyin.com%2F8QTXhV%2F&redir_token=WkBScl40kZbx7ZwJ9M7QhhTjErx8MTU0NTcyMTg3N0AxNTQ1NjM1NDc3&event=channel_description",CGTN,UCgrNz-aDmcr2uuto8_DL2jg,20190204,1549290579,471,536625,9450.0,512.0,https://www.youtube.com/watch?v=76Ojw_xVRLw,public,not_live,,CCTV|CGTN|CCTVNews|News|ChinaNews|WorldNews|Politics|PekingOpera,News & Politics,https://i.ytimg.com/vi/76Ojw_xVRLw/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
Yb01Qi5FbtE,performance_english,Peking Opera performance,9,Peking Opera 《execute ChenShimei》 Tom and Jerry meme Provenance  Ching Chen Hanji  京剧《铡美案》,"During the Northern Song Dynasty, Chen Shimei entered the capital to take the exam, and was the number one champion, and was selected as emperor's son-in-law. His hometown has been drought year after year, his parents died, his wife Qin Xianglian and her children went to Beijing to find her husband, but broke into the palace and was expelled. Prime Minister Wang Yanling sympathized with her and tried to make Qin Xianglian play at the banquet dressed as a singer on Chen Shimei's birthday to help them reconcile, but failed. Wang Yanling sent Qin Xianglian a fan as a token and told her to go to Kaifeng Mansion to find Bao Zheng to sue (Bao Zheng was a famous, powerful and upright official in ancient China). Chen Shimei sent a private arm to Han Qi to hunt down. Han Qi let Qin Xianglian and her son go because he sympathized with them, but committed suicide because he failed to complete the task. Qin Xianglian fled and went to Bao Zheng's official office to accuse Chen Shimei of ""killing his wife and child."" Bao Zheng summoned Chen Shimei to Kaifeng Mansion to persuade them to reconcile, but Chen Shimei did not cooperate. Bao Zheng asked Qin Xianglian and Chen Shimei to confront each other. Chen Shimei relied on his noble status to argue with strong words; Bao Zheng was angry and prepared to execute Chen Shimei. The princess and queen mother rushed to stop the execution. In order to maintain the justice of the law, Bao Zheng continued to execute his sentence and executed Chen Shimei.
This video tells one of the stories above, what happened after Qin Xianglian arrived at Bao Zheng’s official office",Beijing Volunteer First Aider,UCUUyN3KoguVGbr0VO_lY3YA,20151122,1448196469,3197,314083,7007.0,871.0,https://www.youtube.com/watch?v=Yb01Qi5FbtE,public,not_live,,Peking Opera (Opera Genre)|铡美案|京剧|孟广禄|Chen Shimei,Autos & Vehicles,https://i.ytimg.com/vi/Yb01Qi5FbtE/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
rtNwCX_MNtA,performance_english,Peking Opera performance,10,京剧《闹天宫》北京梅兰芳京剧团[Monkey King Havoc in Heaven] Mei Lanfang Opera Troupe 2017,"京剧《闹天宫》Havoc in Heaven (The Monkey King) 北京梅兰芳京剧团Mei Lanfang Beijing Opera Troupe in Vancouver Canada in December 2017加拿大温哥华上演传统大戏 开启“一带一路” 京剧之旅。《闹天宫》张青松扮演孙悟空。北京京剧院梅兰芳京剧团，是中国唯一以艺术家个人名字命名的国家级表演艺术团体，创建于20世纪20年代。京剧艺术大师梅兰芳先生代表作有《貴妃醉酒》《太真外傳》《穆桂英掛帥》《宇宙锋》等。

以西游记中孙悟空美猴王大闹天宫这一段的经历为主要内容。孙悟空是小說《西游记》中主要角色之一。又名孙行者，自封花果山美猴王、齐天大圣。

除《大闹天宫》之外，其他日期和场地的表演包括《白蛇传》Legend of Lady White Snake、《霸王别姬》Farewell My Concubine、《吕布与貂婵》Lu Bu and Diao Chan、《秋江》The Autumn River、《赵氏孤儿》Orphan of Zhao、《三岔口》San Cha Kou、《小宴》The Banquet。本次出访，北京京剧院派出70人强大的演出阵容，包括多位国家一级演员经常在CCTV-11戏曲频道《CCTV空中剧院》中演出。于2017年12月22日-28日分别在温哥华女王剧院 、莫尔森加拿大剧院、拜尔剧场举行5场演出；于2018年1月3日在Royal 维多利亚皇家剧院进行1场演出。希望加拿大观众能体现京剧艺术的魅力，从而更好地推广中国传统文化。

此次出演由梅兰芳京剧团团长李宏图带队，他是著名京剧叶派小生，国家一级演员，梅花奖获得者，文化部优秀专家，亚洲最杰出艺人终身成就奖获得者。艺术总监叶少兰先生，系著名“叶派”京剧表演艺术家，首届梅花奖获得者；1986年被美国授予富布赖特国际学者；1999年6月获美国美华艺术中心授予的终生成就奖。著名京剧表演艺术家叶少兰说：“中国的京剧艺术在世界戏剧舞台中具有独特地位和无可比拟的文化价值，要在不断发展的过程中坚守民族文化特色。此次出演将让海外观众能够更深入、更全面的了解京剧文化。”

京剧这一“人类非物质文化遗产”，被称为中国的国粹和东方艺术的瑰宝。今年恰逢加拿大建国150周年，北京京剧院与中意博联（北京）国际文化传播有限公司、天涯星灿文化发展中心合作，是“一带一路，京剧之旅”五年计划的一个美好开始。以传播中国优秀传统艺术来实现文明交流、文明互鉴、文明共存的理想。

The Mei Lanfang Beijing Opera Troupe came to Vancouver for a Canadian tour at the Queen Elizabeth Theatre on December 22 and 23 for two evening performances of 'The Legend of Lady White Snake'. There is also be a 2PM matinee show of selected scenes from Beijing operas such as 'Farewell My Concubine', 'Havoc in Heaven' from the Money King etc. on December 23 at the Queen Elizabeth Theatre.

Video by Ray Van Eng
++++++++++++++++++++++
Ray Van Eng 雷云影 is an accomplished media professional, award-winning screenwriter and movie producer. His work has been part of the Hava Nagila Exhibit at the Museum of Jewish Heritage – A Living Memorial to the Holocaust in Manhattan in New York, NY from Sep 2012 to May 2013.
+++++++++++++++++++++++++++++++++",Ray Van Eng,UColb5CMwImOKj4-Dm0MJfhA,20171225,1514241335,3662,61148,890.0,24.0,https://www.youtube.com/watch?v=rtNwCX_MNtA,public,not_live,,《闹天宫》|京剧|Havoc in Heaven|The Monkey King|北京梅兰芳京剧团|Beijing|Mei Lanfang Beijing Opera Troupe|孙悟空|齐天大圣|美猴王|温哥华|2017|张青松|西游记|Vancouver|Canada|CCTV-11戏曲频道|CCTV空中剧院|霸王别姬|Farewell My Concubine|《貴妃醉酒》|《太真外傳》|梅兰芳|《穆桂英掛帥》|《宇宙锋》,Entertainment,https://i.ytimg.com/vi/rtNwCX_MNtA/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
Qyeg1bWkYEg,performance_english,Peking Opera performance,11,Peking Opera “Mu Guiying Takes Command” | CCTV English,"【Subscribe to CCTV English YouTube Channel】: http://goo.gl/CpzC0H 

More CCTV Shows in HD

Chinese Arts and Crafts:https://goo.gl/Mc3VoM 
Tibet Short Documentaries:https://goo.gl/V2LYmn 
My Life My China:https://goo.gl/iHoHk7 
Meet the Diplomats:https://goo.gl/JpbwuZ 
Looking China:https://goo.gl/Cc8EHw 
The Forbidden City 100:https://goo.gl/5KNwQz 
Spectrum Asia:https://goo.gl/Cmh6dA 
Closer to China with R.L Kuhn:https://goo.gl/vJUl3S 
Travelogue:https://goo.gl/WqoDcw 
My China:https://goo.gl/5YrQe2 
Crossover:https://goo.gl/R1I0Td 
Dialogue:https://goo.gl/FUYheE 
The Heat:https://goo.gl/ApY141 
Full Frame:https://goo.gl/9KNIzU 
CCTV News by CCTV America:https://goo.gl/OdSvau 
The Great Challenge:https://goo.gl/sKqqoT 

【Subscribe to CCTV English YouTube Channel】:http://goo.gl/CpzC0H 

Follow and Like us on 

Facebook:https://www.facebook.com/cctvcom 
Twitter:https://twitter.com/CCTV 
Instagram:http://instagram.com/cctv 

Subscribe to more official YouTube channels

CCTV Gala:http://goo.gl/A9V00o 
CCTV 4:http://goo.gl/HcZaeZ 
CCTV:https://goo.gl/gYT8W8 
iPanda:http://goo.gl/jHLOia",Hi China,UCT8RMFbTJV5ILaVykrluOQg,20180207,1517996814,67,67896,952.0,,https://www.youtube.com/watch?v=Qyeg1bWkYEg,public,not_live,,China|Chinese|CCTV|Chinese people|Chinese show|culture|best video|music|classical music|opera|Chinese music|orchestra|concert|arts|国家大剧院,Music,https://i.ytimg.com/vi/Qyeg1bWkYEg/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
BQ04L9yMPd4,performance_english,Peking Opera performance,12,Peking Opera “The Unicorn Purse” (Full Length),"Peking Opera “The Unicorn Purse” tells a story about returning favour. On the way to the wedding, XUE Xiangling, daughter of a wealthy family, meets crying poor pride ZHAO Shouzhen and gives her the unicorn purse with jewelry inside as a gift. Years later, ZHAO helps XUE in trouble.
Leading performer: CHI Xiaoqiu
Presenter: Jingju Theatre Company of Beijing",China NCPA,UC-EO9wEuPGwSCmHow2v3x3w,20210512,1620812069,8799,213806,4298.0,290.0,https://www.youtube.com/watch?v=BQ04L9yMPd4,public,not_live,,NCPA Latest|The Unicorn Purse|Peking Opera|opera|tradition|music|Chinese culture|culture|performance|stage|arts|国家大剧院|國家大劇院|NCPA,Music,https://i.ytimg.com/vi/BQ04L9yMPd4/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
X1nkiGVafwI,performance_english,Peking Opera performance,13,Peking Opera Acrobatics,,China National Peking Opera Company UK Tour,UC6rm-FdKEsaTycCAtnkrumg,20151015,1444919463,51,35966,444.0,10.0,https://www.youtube.com/watch?v=X1nkiGVafwI,public,not_live,,(chinese|opera|acrobatics|fight scene|uk tour|china|peking opera|scene|performance arts,People & Blogs,https://i.ytimg.com/vi/X1nkiGVafwI/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
EmHYhDXz-Zs,performance_english,Peking Opera performance,14,京劇【鍘美案】包公 唱段,【鍘美案】包公 唱段,richard1298,UCNM4CycWeYgWQWBYCoCfSdg,20090101,1230768537,90,4598599,173344.0,9400.0,https://www.youtube.com/watch?v=EmHYhDXz-Zs,public,not_live,,京劇【鍘美案】包公|唱段,Music,https://i.ytimg.com/vi/EmHYhDXz-Zs/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AG-AoAC8AGKAgwIABABGEcgZShlMA8=&rs=AOn4CLB2rYNhJfvX9CjeIxxFW_Msg7nNZw,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
zaPZfHQ_VHE,performance_english,Peking Opera performance,15,"Peking Opera Impressions - 2023 Gala Performance of Yaya Dance Academy 京剧印象, 水袖","2023 Gala Performance of Yaya Dance Academy
Peking Opera Impressions

Teacher: Ms. Yaya & Ms. Zhihan
Choreographer: Ms. Yaya

丫丫舞蹈学校
Yaya Dance Academy",舞彩云霞Dancing Cloud,UC-KvHPT_97xt6Y-uy8Xtfdg,20230523,1684822584,248,12189,85.0,,https://www.youtube.com/watch?v=zaPZfHQ_VHE,public,not_live,,,Entertainment,https://i.ytimg.com/vi/zaPZfHQ_VHE/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
